CREDIT_REQUEST_ID,CREDIT_AMOUNT,CREDIT_DURATION,PURPOSE,INSTALLMENT_COMMITMENT,OTHER_PARTIES,CREDIT_STANDING,CREDIT_SCORE,CHECKING_BALANCE,SAVINGS_BALANCE,EXISTING_CREDITS,ASSETS,HOUSING,QUALIFICATION,JOB_HISTORY,AGE,SEX,MARITAL_STATUS,NUM_DEPENDENTS,RESIDENCE_SINCE,OTHER_PAYMENT_PLANS
897,26060,21,Consumer Goods,4,None,good,735,-313.95,619.00,1,Investments,rent,highly skilled,1,28,F,Married,1,4,none
956,12310,24,Consumer Goods,4,None,good,452,-980.63,14008.00,2,Investments,rent,highly skilled,14,57,F,Married,1,4,none
1664,10500,6,Consumer Goods,4,None,good,669,82.00,136.00,2,Investments,own,highly skilled,0,35,M,Single,1,1,stores
1388,73740,18,Consumer Goods,4,None,good,398,1709.00,198.00,2,Investments,own,highly skilled,0,40,M,Single,1,4,stores
994,39590,36,Consumer Goods,4,None,good,702,-399.12,538.00,1,Investments,own,highly skilled,0,30,M,Single,1,3,none
1745,141790,39,Consumer Goods,4,None,good,474,-225.85,0.00,2,Investments,own,highly skilled,5,30,M,Single,1,4,none
1142,47950,36,Consumer Goods,4,None,good,720,1804.00,642.00,1,None,own,highly skilled,1,30,F,Married,1,1,none
1463,30170,12,Consumer Goods,3,None,good,702,1938.00,568.00,1,Home,rent,highly skilled,1,34,F,Married,1,1,none
1449,14240,12,Consumer Goods,3,None,good,708,3035.00,0.00,1,Home,own,highly skilled,13,55,F,Married,1,4,none
1424,15910,21,Consumer Goods,4,None,good,662,0.00,2873.00,2,Home,own,highly skilled,6,34,M,Single,1,3,none
906,11070,12,Consumer Goods,2,None,good,723,-932.08,339.00,1,Home,rent,highly skilled,1,20,M,Single,2,2,none
905,12780,24,Consumer Goods,4,None,good,673,0.00,621.00,1,Home,own,highly skilled,17,36,M,Single,1,1,none
938,20630,6,Consumer Goods,4,None,good,728,1380.00,152.00,1,Vehicle,rent,highly skilled,1,30,M,Married,1,3,none
825,37800,18,Consumer Goods,3,None,good,369,0.00,409.00,2,Vehicle,own,highly skilled,1,35,M,Divorced,1,2,none
1676,45300,30,Consumer Goods,4,None,good,515,0.00,401.00,1,Vehicle,rent,highly skilled,6,26,F,Married,1,4,none
968,35680,15,Consumer Goods,4,None,good,725,0.00,800.00,1,Vehicle,rent,highly skilled,7,54,F,Married,1,2,bank
1395,24060,9,Consumer Goods,2,None,good,548,0.00,31.00,1,Vehicle,own,highly skilled,0,31,M,Single,1,3,none
1179,19630,12,Consumer Goods,4,None,good,691,0.00,382.00,2,Vehicle,rent,highly skilled,6,31,M,Single,2,2,none
922,127490,48,Consumer Goods,4,None,good,641,0.00,8702.04,1,Vehicle,own,highly skilled,6,37,M,Single,1,1,none
1280,19010,24,Consumer Goods,4,None,good,728,0.00,3987.00,1,Vehicle,rent,highly skilled,3,29,M,Single,1,4,none
1143,34160,27,Consumer Goods,3,None,good,721,-803.38,27.00,1,Vehicle,own,highly skilled,1,27,M,Single,1,2,none
1362,33990,12,Consumer Goods,2,None,good,684,3614.00,0.00,1,Vehicle,own,highly skilled,17,37,M,Single,1,3,none
877,19400,18,Consumer Goods,3,Co-Applicant,good,764,-731.47,599.00,1,None,free,highly skilled,1,36,M,Single,1,4,bank
1433,18720,6,Consumer Goods,4,None,good,529,-874.88,162.00,3,None,free,highly skilled,0,36,M,Single,1,4,none
1718,15050,18,Consumer Goods,4,None,good,726,0.00,587.00,1,None,free,highly skilled,1,32,M,Single,1,2,none
1617,91570,60,Consumer Goods,2,None,good,613,562.00,0.00,1,None,free,highly skilled,1,27,M,Single,1,2,none
1094,36170,24,Consumer Goods,4,Co-Applicant,good,366,3524.00,0.00,2,None,rent,skilled,22,40,M,Single,1,4,none
1514,5850,12,Consumer Goods,4,Co-Applicant,good,598,813.00,773.00,2,Home,rent,skilled,3,21,M,Married,1,4,none
803,42720,20,Consumer Goods,1,None,good,479,-454.45,685.00,2,Investments,own,skilled,15,33,F,Married,1,4,none
870,6520,12,Consumer Goods,4,None,good,709,-34.87,413.00,1,Investments,rent,skilled,17,35,F,Married,1,4,none
1491,19340,12,Consumer Goods,2,None,good,551,0.00,152.00,2,None,own,skilled,14,32,M,Single,1,2,none
795,30620,24,Consumer Goods,4,None,good,712,0.00,7873.66,1,None,rent,skilled,19,37,M,Single,1,3,none
961,17400,6,Consumer Goods,2,None,good,497,0.00,423.00,2,Home,rent,skilled,13,31,M,Married,1,2,none
1135,101440,60,Consumer Goods,2,None,good,727,0.00,1335.00,1,Home,own,skilled,5,23,F,Married,1,4,none
1709,12060,9,Consumer Goods,4,None,good,710,1795.00,223.00,1,Home,own,skilled,17,35,F,Married,1,4,none
1136,12400,12,Consumer Goods,4,None,good,435,0.00,0.00,2,Home,own,skilled,21,39,F,Married,1,2,none
1161,28720,24,Consumer Goods,3,None,good,407,0.00,2328.00,1,Home,own,skilled,23,41,M,Single,2,4,none
1099,23370,36,Consumer Goods,4,None,good,493,1371.00,686.00,1,Home,own,skilled,22,40,M,Single,1,4,none
866,22210,15,Consumer Goods,2,None,good,720,0.00,9736.63,1,Vehicle,rent,skilled,3,21,F,Married,1,4,none
1411,19670,24,Consumer Goods,4,None,good,713,1569.00,978.00,1,Vehicle,own,skilled,9,27,F,Married,1,4,none
913,29910,30,Consumer Goods,2,None,good,721,697.00,0.00,1,Vehicle,own,skilled,15,33,F,Married,1,4,none
1638,156530,60,Consumer Goods,2,None,good,629,0.00,581.00,2,Vehicle,own,skilled,5,23,M,Single,1,4,none
769,36170,12,Consumer Goods,1,None,good,376,242.00,672.00,3,Vehicle,rent,skilled,13,31,M,Single,1,4,none
1769,36170,12,Consumer Goods,1,None,good,536,783.00,300.00,3,Vehicle,rent,skilled,24,42,M,Single,1,4,none
1372,60700,18,Consumer Goods,3,None,good,345,0.00,84.00,2,Vehicle,own,skilled,17,35,M,Single,1,4,none
1427,27430,28,Consumer Goods,4,None,good,547,0.00,402.00,2,Vehicle,own,skilled,21,39,M,Single,1,2,none
1329,44730,36,Consumer Goods,4,None,good,720,3686.00,73.00,1,Vehicle,own,skilled,25,43,M,Single,1,2,none
1330,10680,6,Consumer Goods,4,None,good,728,317.00,322.00,1,Vehicle,own,skilled,24,42,M,Single,2,4,none
878,35950,36,Consumer Goods,4,None,good,680,0.00,765.00,1,Vehicle,own,skilled,23,41,M,Single,1,2,none
1429,13130,9,Consumer Goods,1,None,good,713,0.00,736.00,1,Vehicle,own,skilled,10,28,M,Single,1,4,none
787,26750,22,Consumer Goods,3,None,good,719,0.00,8693.66,1,Vehicle,own,skilled,25,43,M,Single,1,4,none
1020,34300,24,Consumer Goods,3,None,good,688,0.00,9311.76,1,Vehicle,own,skilled,21,39,M,Single,2,2,none
1047,22990,36,Consumer Goods,4,None,good,691,0.00,6230.17,1,Vehicle,own,skilled,24,42,M,Single,1,4,none
1270,9990,24,Consumer Goods,4,None,good,721,0.00,0.00,2,Vehicle,own,skilled,9,27,M,Single,1,2,none
1626,19790,15,Consumer Goods,4,None,good,691,0.00,0.00,1,Vehicle,own,skilled,21,39,M,Single,1,2,none
960,30690,24,Consumer Goods,4,None,good,716,1517.00,1111.00,1,None,free,skilled,22,40,M,Single,1,4,none
1520,7000,6,Consumer Goods,4,None,good,393,0.00,0.00,2,None,free,skilled,24,42,M,Single,1,4,none
1499,13010,18,Consumer Goods,4,Guarantor,good,720,1284.00,600.00,1,Home,own,unskilled,18,36,M,Married,1,2,none
1320,36430,15,Consumer Goods,1,None,good,640,-835.58,938.00,2,Investments,own,unskilled,10,28,F,Married,1,4,none
992,15690,15,Consumer Goods,4,None,good,768,0.00,4728.00,1,Vehicle,own,unskilled,18,36,M,Single,2,4,bank
1575,10820,9,Consumer Goods,4,None,good,697,1130.00,111.00,2,Vehicle,own,unskilled,19,37,M,Single,1,4,none
1711,6290,18,Consumer Goods,4,None,good,402,0.00,8013.61,2,Investments,own,highly skilled,19,37,M,Single,1,3,bank
1409,32350,24,Consumer Goods,3,None,good,729,0.00,6306.18,1,Vehicle,own,highly skilled,13,31,M,Divorced,1,2,none
1041,23330,30,Consumer Goods,4,None,good,705,0.00,5607.88,1,Vehicle,own,highly skilled,18,36,M,Single,1,2,bank
1195,30310,45,Consumer Goods,4,Guarantor,bad,676,592.00,2930.00,1,Investments,rent,skilled,2,21,M,Single,1,4,none
1553,69990,48,Consumer Goods,1,Guarantor,bad,727,-742.58,385.00,2,Home,own,skilled,4,34,M,Married,1,1,none
781,49330,39,Consumer Goods,2,Guarantor,bad,355,1985.00,705.00,2,Home,own,skilled,6,25,M,Single,1,2,none
1781,49330,39,Consumer Goods,2,Guarantor,bad,538,635.00,325.00,2,Home,own,skilled,4,25,M,Single,1,2,none
1227,109610,48,Consumer Goods,1,Co-Applicant,bad,712,111.00,16778.00,2,None,own,skilled,6,27,M,Single,1,2,bank
1250,4330,18,Consumer Goods,3,Co-Applicant,bad,685,0.00,802.00,1,Home,rent,skilled,0,22,F,Married,1,4,none
1038,21000,18,Consumer Goods,4,Co-Applicant,bad,720,4693.00,60.00,1,Home,own,skilled,1,37,M,Single,1,2,stores
1619,34410,30,Consumer Goods,2,Co-Applicant,bad,670,1703.00,1154.00,1,Vehicle,rent,skilled,2,21,F,Married,1,4,none
1634,19800,9,Consumer Goods,2,Co-Applicant,bad,683,0.00,502.00,2,Vehicle,rent,skilled,1,19,F,Married,1,2,none
900,41530,18,Consumer Goods,2,Co-Applicant,bad,716,-205.80,130.00,1,Vehicle,own,skilled,1,42,M,Single,1,3,none
1406,20390,24,Consumer Goods,1,None,bad,703,1645.00,975.00,1,Investments,own,skilled,1,22,M,Married,1,1,none
919,23590,24,Consumer Goods,1,None,bad,672,-245.88,4384.00,1,Investments,own,skilled,0,33,M,Divorced,1,1,none
925,68720,24,Consumer Goods,2,None,bad,766,-720.87,611.00,1,Investments,own,skilled,1,55,M,Divorced,1,1,bank
1322,19380,24,Consumer Goods,4,None,bad,683,-207.42,659.00,1,Investments,own,skilled,1,32,M,Divorced,1,3,none
1611,7410,12,Consumer Goods,4,None,bad,710,-59.60,3876.00,1,Investments,own,skilled,0,22,F,Married,1,3,none
1602,9180,9,Consumer Goods,4,None,bad,725,836.00,628.00,1,Investments,own,skilled,1,30,F,Married,1,1,none
1476,31140,18,Consumer Goods,1,None,bad,280,-592.98,27.00,1,Investments,rent,skilled,1,26,F,Married,1,4,none
1708,29690,12,Consumer Goods,4,None,bad,292,743.00,224.00,2,Investments,rent,skilled,1,25,F,Married,1,3,none
1518,71270,36,Consumer Goods,2,None,bad,548,0.00,129.00,2,Investments,rent,skilled,1,23,F,Married,1,4,none
923,13660,9,Consumer Goods,3,None,bad,682,-226.53,975.00,1,Investments,rent,skilled,1,22,F,Married,1,4,none
1279,46110,6,Consumer Goods,1,None,bad,734,0.00,781.00,1,Investments,own,skilled,1,32,F,Married,1,4,none
1640,43700,42,Consumer Goods,3,None,bad,663,-100.52,66.00,2,Investments,own,skilled,6,26,M,Single,2,2,bank
981,83860,30,Consumer Goods,2,None,bad,350,1483.00,370.00,1,Investments,own,skilled,6,49,M,Single,1,2,none
841,51790,36,Consumer Goods,4,None,bad,703,-957.35,783.00,1,Investments,own,skilled,6,29,M,Single,1,2,none
1354,61990,12,Consumer Goods,4,None,bad,292,-544.09,697.00,2,Investments,rent,skilled,1,28,M,Single,1,2,none
1590,22460,12,Consumer Goods,3,None,bad,360,-902.71,800.00,2,Investments,own,skilled,25,60,M,Single,1,3,none
823,27120,36,Consumer Goods,2,None,bad,732,-362.23,943.00,1,Investments,own,skilled,12,41,M,Single,2,2,bank
1504,12160,24,Consumer Goods,4,None,bad,514,239.00,2635.00,2,None,own,skilled,1,38,M,Single,2,4,bank
820,13450,18,Consumer Goods,4,None,bad,712,-827.68,312.00,1,Home,own,skilled,2,26,M,Married,1,3,bank
1436,14840,12,Consumer Goods,2,None,bad,678,1172.00,0.00,1,Home,own,skilled,3,25,M,Married,1,1,none
1290,10240,24,Consumer Goods,4,None,bad,641,-786.09,932.00,1,Home,own,skilled,1,48,M,Married,1,4,stores
1541,15340,12,Consumer Goods,1,None,bad,682,248.00,732.00,1,Home,rent,skilled,1,23,M,Married,1,1,none
1360,24060,30,Consumer Goods,4,None,bad,728,-887.66,614.00,1,Home,rent,skilled,4,23,F,Married,1,4,none
1762,21240,18,Consumer Goods,4,None,bad,381,-868.72,41.00,2,Home,rent,skilled,1,24,F,Married,1,4,none
1121,18350,21,Consumer Goods,3,None,bad,724,-386.24,658.00,2,Home,own,skilled,1,25,F,Married,1,2,none
1522,31900,18,Consumer Goods,2,None,bad,736,-660.40,211.00,1,Home,own,skilled,2,24,F,Married,1,2,none
1586,20390,18,Consumer Goods,1,None,bad,675,-575.03,843.00,1,Home,rent,skilled,2,20,F,Married,1,4,bank
1002,59510,48,Consumer Goods,2,None,bad,735,799.00,935.00,1,Home,own,skilled,3,22,F,Married,1,2,none
1309,12370,8,Consumer Goods,3,None,bad,686,1478.00,162.00,1,Home,own,skilled,3,24,F,Married,1,4,none
863,24390,24,Consumer Goods,4,None,bad,736,-749.38,263.00,1,Home,own,skilled,1,35,F,Married,1,4,none
1125,19240,18,Consumer Goods,4,None,bad,723,1304.00,0.00,1,Home,rent,skilled,1,27,F,Married,1,3,none
1274,30600,48,Consumer Goods,4,None,bad,672,1262.00,842.00,2,Home,own,skilled,4,28,M,Single,1,4,none
1678,55950,72,Consumer Goods,2,None,bad,719,1997.00,4901.00,1,Vehicle,own,skilled,1,24,M,Married,1,2,none
1475,12450,18,Consumer Goods,4,None,bad,447,1572.00,847.00,1,Vehicle,own,skilled,2,33,M,Married,1,2,none
1496,29960,24,Consumer Goods,2,None,bad,718,-835.95,0.00,1,Vehicle,own,skilled,1,20,M,Married,1,4,none
1471,30920,24,Consumer Goods,3,None,bad,713,569.00,1422.00,1,Vehicle,rent,skilled,1,22,M,Married,1,2,none
885,40570,24,Consumer Goods,3,None,bad,719,709.00,384.00,1,Vehicle,own,skilled,6,43,M,Divorced,1,3,none
1529,23020,36,Consumer Goods,4,None,bad,720,-896.47,227.00,1,Vehicle,rent,skilled,1,31,M,Divorced,1,4,none
1167,11310,18,Consumer Goods,4,None,bad,725,-731.64,847.00,1,Vehicle,own,skilled,0,33,F,Married,1,2,none
1302,38040,36,Consumer Goods,4,None,bad,203,1549.00,532.00,1,Vehicle,own,skilled,3,42,F,Married,1,1,none
1570,67580,48,Consumer Goods,3,None,bad,722,-279.06,317.00,1,Vehicle,own,skilled,1,31,F,Married,1,2,none
1728,18820,18,Consumer Goods,4,None,bad,671,-622.00,548.00,2,Vehicle,rent,skilled,2,25,F,Married,1,4,bank
1352,9590,9,Consumer Goods,1,None,bad,703,1936.00,682.00,1,Vehicle,own,skilled,3,29,F,Married,1,2,none
1119,42810,33,Consumer Goods,1,None,bad,536,-254.86,8658.65,2,Vehicle,own,skilled,1,23,F,Married,1,4,none
1338,12750,15,Consumer Goods,4,None,bad,712,-689.92,0.00,1,Vehicle,rent,skilled,2,24,F,Married,1,2,none
1198,9510,12,Consumer Goods,4,None,bad,684,1882.00,3722.00,4,Vehicle,rent,skilled,1,27,F,Married,1,4,bank
932,16700,9,Consumer Goods,4,None,bad,674,1873.00,890.00,1,Vehicle,own,skilled,1,22,F,Married,1,2,none
1081,59430,24,Consumer Goods,1,None,bad,687,0.00,0.00,2,Vehicle,own,skilled,1,44,F,Married,1,1,none
1559,35520,24,Consumer Goods,3,None,bad,748,-114.37,809.00,1,Vehicle,own,skilled,6,27,M,Single,1,4,bank
1229,14780,9,Consumer Goods,4,None,bad,710,0.00,32.00,1,Vehicle,own,skilled,4,22,M,Single,1,2,none
1632,15530,18,Consumer Goods,4,None,bad,746,-708.43,383.00,1,Vehicle,own,skilled,1,44,M,Single,1,3,bank
1231,42100,36,Consumer Goods,4,None,bad,734,3164.00,36.00,1,Vehicle,own,skilled,1,26,M,Single,1,2,none
814,30510,48,Consumer Goods,3,None,bad,672,-137.61,871.00,1,Vehicle,own,skilled,2,54,M,Single,1,4,none
1144,24620,18,Consumer Goods,2,None,bad,670,-40.54,48.00,1,Vehicle,own,skilled,1,22,M,Single,1,2,none
1077,39650,42,Consumer Goods,4,None,bad,700,-137.70,261.00,1,Vehicle,own,skilled,1,34,M,Single,1,3,none
1556,13310,12,Consumer Goods,2,None,bad,671,1946.00,838.00,1,Vehicle,own,skilled,1,22,M,Single,1,1,stores
950,36210,24,Consumer Goods,2,None,bad,683,0.00,4968.00,2,Vehicle,own,skilled,11,31,M,Single,1,4,none
1369,34460,36,Consumer Goods,4,None,bad,671,-428.33,270.00,1,Vehicle,own,skilled,22,42,M,Single,2,2,none
1266,8020,15,Consumer Goods,4,None,bad,735,846.00,724.00,1,Vehicle,own,skilled,16,37,M,Single,2,3,none
1608,26710,36,Consumer Goods,4,Co-Applicant,bad,693,1523.00,1033.00,1,None,free,skilled,3,50,F,Married,1,4,none
1258,21490,12,Consumer Goods,4,None,bad,750,-522.20,531.00,1,None,free,skilled,1,29,M,Divorced,1,1,none
1523,71190,48,Consumer Goods,3,None,bad,248,-925.80,215.00,2,None,free,skilled,3,53,M,Single,2,4,none
999,18450,45,Consumer Goods,4,None,bad,677,-42.19,682.00,1,None,free,skilled,3,23,M,Single,1,4,none
1625,26000,18,Consumer Goods,4,None,bad,707,-773.21,306.00,2,None,free,skilled,2,65,M,Single,1,4,none
1758,12710,15,Consumer Goods,3,None,bad,383,4969.00,0.00,2,None,free,skilled,2,39,M,Single,1,4,none
947,33490,24,Consumer Goods,4,None,bad,781,-63.75,9618.19,1,None,free,skilled,1,30,M,Single,2,4,none
1365,24730,18,Consumer Goods,4,None,bad,681,-459.95,934.00,1,Vehicle,own,unemployed,0,25,M,Single,1,1,none
1562,15460,24,Consumer Goods,4,Guarantor,bad,788,-770.12,499.00,1,Vehicle,rent,unskilled,6,24,M,Single,1,4,bank
949,15330,18,Consumer Goods,4,Co-Applicant,bad,728,0.00,114.00,1,Investments,own,unskilled,1,43,M,Married,2,1,none
1060,62290,36,Consumer Goods,4,Co-Applicant,bad,444,-736.07,229.00,2,None,rent,unskilled,1,23,F,Married,1,4,none
1767,31080,30,Consumer Goods,2,None,bad,685,-866.16,624.00,1,Investments,own,unskilled,1,31,M,Divorced,1,4,none
1093,7970,12,Consumer Goods,4,None,bad,535,0.00,0.00,1,Investments,own,unskilled,14,33,F,Married,2,3,bank
1652,19220,12,Consumer Goods,4,None,bad,685,937.00,557.00,1,Investments,own,unskilled,2,37,M,Single,1,2,none
967,25200,27,Consumer Goods,4,None,bad,388,1141.00,6216.51,2,Investments,own,unskilled,3,23,M,Single,1,2,none
1036,47460,45,Consumer Goods,4,None,bad,465,1462.00,391.00,2,Investments,own,unskilled,1,25,M,Single,1,2,none
1308,7270,12,Consumer Goods,4,None,bad,708,-708.74,2127.00,1,None,own,unskilled,1,33,M,Married,1,3,none
1589,12170,18,Consumer Goods,4,None,bad,687,-13.00,49.00,1,Home,own,unskilled,2,47,M,Married,1,3,none
1549,6260,12,Consumer Goods,4,None,bad,762,-62.28,49.00,1,Home,own,unskilled,2,24,F,Married,1,4,bank
937,7450,9,Consumer Goods,3,None,bad,683,3719.00,813.00,1,Home,own,unskilled,2,28,F,Married,1,2,none
835,23270,15,Consumer Goods,2,None,bad,696,4269.00,726.00,1,Home,own,unskilled,1,25,F,Married,1,3,none
1571,32340,24,Consumer Goods,4,None,bad,709,-528.03,22.00,1,Home,rent,unskilled,1,23,F,Married,1,4,none
1544,28640,18,Consumer Goods,2,None,bad,685,2986.00,242.00,1,Home,own,unskilled,1,34,M,Single,2,1,none
1732,19870,24,Consumer Goods,2,None,bad,712,-784.43,996.00,1,Home,rent,unskilled,1,21,M,Single,2,4,none
865,22100,10,Consumer Goods,2,None,bad,719,0.00,994.00,1,Home,rent,unskilled,2,25,M,Single,1,2,bank
1138,7660,12,Consumer Goods,4,None,bad,686,24.00,6309.14,1,Home,own,unskilled,1,66,M,Single,1,3,none
1560,19280,18,Consumer Goods,2,None,bad,396,386.00,33.00,2,Home,own,unskilled,1,31,M,Single,1,2,none
850,7090,12,Consumer Goods,4,None,bad,680,-804.27,387.00,1,Home,own,unskilled,23,57,M,Single,1,4,stores
1016,12820,24,Consumer Goods,4,None,bad,673,-228.73,2447.00,1,Vehicle,own,unskilled,1,32,F,Married,1,2,none
1701,11230,12,Consumer Goods,4,None,bad,675,0.00,8887.77,1,Vehicle,rent,unskilled,1,29,F,Married,1,4,none
1467,16590,24,Consumer Goods,4,None,bad,599,-809.66,955.00,1,Vehicle,rent,unskilled,1,29,F,Married,1,2,none
912,47360,24,Consumer Goods,2,None,bad,505,967.00,342.00,1,Vehicle,own,unskilled,1,25,F,Married,1,4,bank
1497,90340,36,Consumer Goods,4,Co-Applicant,bad,699,1481.00,4674.00,1,None,rent,highly skilled,1,29,M,Single,1,1,none
1173,20640,24,Consumer Goods,3,None,bad,606,1899.00,160.00,1,Investments,own,highly skilled,0,34,F,Married,1,2,none
1200,42970,18,Consumer Goods,4,None,bad,603,845.00,267.00,1,None,own,highly skilled,14,40,M,Divorced,1,3,none
1057,64680,12,Consumer Goods,2,None,bad,681,977.00,0.00,1,None,own,highly skilled,0,52,M,Single,1,1,none
936,19190,30,Consumer Goods,4,None,bad,637,1634.00,3843.00,2,None,own,highly skilled,1,30,M,Single,1,3,stores
1336,33840,6,Consumer Goods,1,None,bad,519,-743.43,84.00,1,Home,rent,highly skilled,2,44,M,Divorced,1,4,none
954,109740,36,Consumer Goods,4,None,bad,696,0.00,82.00,2,Vehicle,own,highly skilled,0,26,F,Married,1,2,none
1117,71740,42,Consumer Goods,4,None,bad,721,-678.94,0.00,1,Vehicle,own,highly skilled,5,30,F,Married,1,3,none
1445,50960,48,Consumer Goods,2,None,bad,453,1869.00,285.00,1,Vehicle,own,highly skilled,2,30,F,Married,1,3,none
1604,33490,36,Consumer Goods,4,None,bad,670,0.00,220.00,1,Vehicle,own,highly skilled,1,28,F,Married,1,2,none
1236,18230,24,Consumer Goods,4,None,bad,710,-583.28,212.00,1,Vehicle,own,highly skilled,0,30,M,Single,2,2,stores
1358,44630,36,Consumer Goods,4,None,bad,667,0.00,391.00,2,Vehicle,own,highly skilled,1,26,M,Single,1,2,none
1721,13370,9,Consumer Goods,4,None,bad,216,4804.00,553.00,2,Vehicle,own,highly skilled,1,34,M,Single,1,2,none
1228,78650,12,Consumer Goods,4,None,bad,691,-872.65,97.00,1,None,free,highly skilled,10,53,M,Single,1,4,none
1189,6740,12,Consumer Goods,4,None,bad,735,-239.72,2203.00,1,Investments,own,skilled,5,23,M,Married,1,1,none
1425,27620,12,Consumer Goods,1,None,bad,670,1420.00,0.00,1,Investments,own,skilled,14,32,F,Married,1,2,bank
1543,63500,30,Consumer Goods,4,None,bad,737,-419.54,0.00,1,Investments,own,skilled,23,41,M,Single,1,4,none
1335,41100,24,Consumer Goods,3,None,bad,239,-295.23,603.00,2,None,rent,skilled,11,29,M,Single,2,4,bank
1615,18080,18,Consumer Goods,4,None,bad,602,0.00,534.00,1,Home,own,skilled,6,24,F,Married,1,1,none
1156,12820,12,Consumer Goods,2,None,bad,725,-60.35,947.00,1,Vehicle,rent,skilled,3,21,F,Married,1,4,none
1316,27460,36,Consumer Goods,4,None,bad,757,-554.10,33.00,1,Vehicle,own,skilled,22,40,M,Single,1,4,bank
964,23970,24,Consumer Goods,3,None,bad,681,0.00,8682.53,2,Vehicle,own,skilled,18,36,M,Single,1,2,bank
920,33450,24,Consumer Goods,4,None,bad,702,-85.24,164.00,1,Investments,rent,highly skilled,25,43,M,Single,1,2,none
2253,21500,30,Vehicle,4,Guarantor,bad,690,631.00,380.00,1,None,own,skilled,1,24,F,Married,1,2,bank
1851,22350,20,Vehicle,4,Guarantor,bad,448,-293.95,327.00,2,Investments,rent,skilled,3,33,M,Married,1,2,bank
2851,22350,20,Vehicle,4,Guarantor,bad,470,-979.69,197.00,2,Investments,rent,skilled,1,33,M,Married,1,2,bank
1901,26250,16,Vehicle,2,Guarantor,bad,548,-327.86,543.00,1,Investments,rent,skilled,11,43,M,Single,1,4,bank
2901,26250,16,Vehicle,2,Guarantor,bad,539,-11.41,67.00,1,Investments,rent,skilled,14,43,M,Single,1,4,bank
2376,76850,48,Business,2,Guarantor,bad,783,-360.48,319.00,1,Vehicle,rent,skilled,4,37,F,Married,1,4,none
2130,34990,12,Vehicle,3,Co-Applicant,bad,552,-909.65,457.00,2,Home,own,skilled,2,29,F,Married,1,2,none
2653,23030,24,Vehicle,4,Co-Applicant,bad,704,-62.91,821.00,1,Home,own,skilled,23,45,M,Single,1,1,none
1974,72970,60,Business,4,Co-Applicant,bad,688,-559.51,833.00,1,None,rent,skilled,17,36,M,Single,1,4,none
2974,72970,60,Business,4,Co-Applicant,bad,735,-454.50,216.00,1,None,rent,skilled,18,36,M,Single,1,4,none
2669,48430,12,Vehicle,3,Co-Applicant,bad,536,-683.68,699.00,2,Investments,rent,skilled,8,43,M,Single,1,4,none
2455,48170,24,Vehicle,2,Co-Applicant,bad,685,-98.14,947.00,1,Investments,own,skilled,6,31,M,Single,1,3,none
2410,9390,12,Vehicle,4,None,bad,577,2229.00,7120.76,3,Home,own,skilled,6,28,M,Married,1,2,none
2623,39140,48,Business,4,None,bad,697,0.00,0.00,1,Home,own,skilled,3,38,M,Divorced,1,2,bank
2399,12230,12,Vehicle,1,None,bad,720,38.00,706.00,2,Home,rent,skilled,21,46,M,Divorced,1,1,none
2332,18640,18,Tuition,4,None,bad,483,0.00,3163.00,2,Home,own,skilled,1,30,F,Married,1,2,none
2776,13710,24,Vehicle,4,None,bad,712,-592.49,0.00,1,Home,rent,skilled,3,25,F,Married,1,4,none
2725,25700,27,Vehicle,3,None,bad,684,0.00,918.00,1,Home,rent,skilled,1,21,F,Married,1,3,none
2114,78550,36,Vehicle,4,None,bad,556,0.00,769.00,2,Home,own,skilled,1,25,F,Married,1,2,stores
1827,39660,18,Vehicle,1,None,bad,439,-575.57,967.00,3,Home,rent,skilled,15,33,F,Married,1,4,bank
2827,39660,18,Vehicle,1,None,bad,438,-561.92,21.00,3,Home,rent,skilled,15,33,F,Married,1,4,bank
2511,7590,12,Vehicle,4,None,bad,729,-564.59,147.00,1,Home,own,skilled,6,26,M,Single,1,2,none
2729,64160,48,Business,4,None,bad,780,1900.00,543.00,1,None,rent,skilled,25,59,F,Married,1,3,none
2756,12850,24,Vehicle,4,None,bad,722,-958.37,0.00,1,None,rent,skilled,6,32,F,Married,1,4,none
2790,59980,40,Tuition,4,None,bad,470,-876.25,878.00,1,None,own,skilled,1,27,M,Single,1,3,bank
2030,68360,60,Business,3,None,bad,624,-757.40,380.00,2,None,own,skilled,23,63,M,Single,1,4,none
2096,159450,54,Business,3,None,bad,234,654.00,363.00,1,None,rent,skilled,1,58,M,Single,1,4,none
2628,14370,9,Vehicle,2,None,bad,760,1797.00,3916.00,1,None,own,skilled,6,29,M,Single,1,3,none
1980,12640,15,Vehicle,2,None,bad,781,1042.00,2680.00,1,Investments,rent,skilled,1,25,M,Married,1,2,none
2980,12640,15,Vehicle,2,None,bad,780,1949.00,4731.00,1,Investments,rent,skilled,2,25,M,Married,1,2,none
2722,4330,6,Tuition,4,None,bad,760,1789.00,15710.00,1,Investments,rent,skilled,1,24,F,Married,2,2,bank
1886,7950,12,Tuition,4,None,bad,697,-799.27,405.00,1,Investments,own,skilled,1,53,F,Married,1,4,none
2472,4480,6,Tuition,4,None,bad,690,-56.48,772.00,1,Investments,own,skilled,1,23,F,Married,1,4,none
2886,7950,12,Tuition,4,None,bad,704,-606.55,468.00,1,Investments,own,skilled,1,53,F,Married,1,4,none
