Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted
Dog,12,Mixed Breed,Male,Cream,White,Medium,Medium,Yes,Not Sure,Healthy,0,2,No
Dog,1,Spitz,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,11,Yes
Dog,49,Shih Tzu,Female,Gray,White,Small,Medium,Yes,Yes,Healthy,0,1,No
Dog,36,Jack Russell Terrier,Male,Brown,White,Small,Short,Yes,Yes,Healthy,350,8,Yes
Dog,1,Mixed Breed,Female,Black,White,Medium,Short,Not Sure,No,Healthy,0,3,No
Dog,12,Golden Retriever,Male,Golden,No Color,Large,Long,Yes,Not Sure,Healthy,0,1,Yes
Dog,3,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,13,Yes
Dog,18,Mixed Breed,Female,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,0,10,Yes
Dog,24,Mixed Breed,Female,Brown,Golden,Medium,Short,Yes,Yes,Healthy,0,3,No
Dog,2,Yellow Labrador Retriever,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,3,Yes
Cat,0,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,3,No
Cat,3,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,5,Yes
Cat,2,Domestic Short Hair,Female,Golden,Cream,Medium,Medium,Yes,No,Healthy,0,7,Yes
Dog,12,Mixed Breed,Female,Cream,White,Medium,Medium,No,No,Healthy,0,1,Yes
Cat,18,Tuxedo,Male,Black,White,Medium,Short,No,Yes,Healthy,0,1,No
Cat,4,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,6,Yes
Dog,3,Mixed Breed,Male,White,No Color,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,12,Mixed Breed,Female,Black,White,Medium,Short,Yes,Yes,Healthy,0,1,No
Cat,2,Domestic Medium Hair,Female,Yellow,White,Medium,Medium,No,No,Healthy,0,5,Yes
Cat,2,Domestic Medium Hair,Male,Black,No Color,Small,Medium,No,Not Sure,Healthy,0,3,Yes
Cat,3,Javanese,Male,Black,Gray,Small,Medium,No,No,Healthy,0,3,Yes
Dog,1,Mixed Breed,Male,Golden,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Cat,6,American Shorthair,Male,Brown,White,Small,Medium,No,Yes,Healthy,0,4,Yes
Dog,8,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,20,1,No
Dog,120,Mixed Breed,Male,Black,Brown,Large,Long,Not Sure,Not Sure,Minor Injury,0,4,No
Dog,9,Mixed Breed,Female,Golden,Yellow,Small,Medium,Yes,Yes,Healthy,0,3,Yes
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,5,Yes
Cat,5,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,1,Yes
Dog,3,German Shepherd Dog,Female,Black,Brown,Medium,Medium,No,No,Healthy,200,2,Yes
Cat,1,Domestic Short Hair,Male,Black,White,Small,Medium,No,No,Healthy,0,4,Yes
Cat,4,Siamese,Male,Cream,White,Medium,Medium,No,No,Healthy,50,2,Yes
Dog,3,Labrador Retriever,Male,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes
Dog,3,Mixed Breed,Male,Black,Brown,Large,Short,No,No,Healthy,0,18,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Small,Medium,Yes,No,Healthy,0,5,Yes
Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,5,No
Dog,5,Mixed Breed,Female,Yellow,No Color,Medium,Short,Yes,Not Sure,Healthy,0,5,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,3,Yes
Cat,2,Domestic Short Hair,Female,Gray,White,Medium,Short,Yes,Yes,Healthy,0,5,Yes
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,2,No
Dog,3,Mixed Breed,Female,Cream,No Color,Medium,Long,No,No,Healthy,200,11,Yes
Cat,12,Domestic Short Hair,Female,Yellow,Gray,Medium,Short,Yes,Yes,Healthy,0,1,Yes
Dog,24,Mixed Breed,Male,Brown,Cream,Medium,Medium,Not Sure,Not Sure,Healthy,0,5,No
Cat,1,Domestic Short Hair,Male,Black,White,Small,Medium,No,No,Healthy,0,5,Yes
Cat,1,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,7,Yes
Cat,18,Domestic Medium Hair,Male,White,No Color,Medium,Medium,No,No,Healthy,100,3,No
Cat,4,Domestic Short Hair,Female,Black,White,Small,Short,Yes,Yes,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,1,No
Dog,2,Terrier,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
Dog,18,Pit Bull Terrier,Female,Black,White,Medium,Short,Not Sure,Yes,Healthy,200,2,No
Cat,4,Tuxedo,Male,Black,White,Small,Short,Not Sure,No,Healthy,0,5,Yes
Cat,2,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Healthy,0,5,Yes
Cat,3,Domestic Short Hair,Male,Golden,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Cat,2,Domestic Medium Hair,Female,Black,White,Medium,Medium,No,No,Healthy,60,8,Yes
Dog,1,Mixed Breed,Female,Black,No Color,Small,Short,No,No,Healthy,0,1,Yes
Dog,1,Mixed Breed,Female,Black,Cream,Medium,Medium,No,No,Healthy,0,4,Yes
Dog,7,Mixed Breed,Female,Black,No Color,Small,Short,Yes,Yes,Healthy,0,25,No
Dog,2,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,80,9,Yes
Cat,17,Domestic Medium Hair,Male,Black,Brown,Large,Medium,Yes,Yes,Healthy,200,3,Yes
Dog,3,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,2,No
Cat,4,Domestic Short Hair,Female,Cream,Gray,Medium,Short,Not Sure,No,Healthy,50,1,No
Cat,3,Domestic Short Hair,Male,Brown,Golden,Small,Short,No,No,Healthy,0,2,Yes
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,20,5,Yes
Cat,24,Domestic Medium Hair,Female,Gray,No Color,Medium,Medium,No,No,Healthy,0,4,Yes
Cat,18,Domestic Short Hair,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,0,Yes
Dog,28,Mixed Breed,Male,Black,Brown,Large,Medium,Not Sure,Not Sure,Healthy,0,2,No
Dog,2,Mixed Breed,Male,Black,White,Medium,Short,No,No,Healthy,0,7,Yes
Dog,1,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Dog,24,Silky Terrier,Female,Black,Brown,Small,Medium,Yes,Yes,Healthy,0,2,Yes
Dog,1,Mixed Breed,Male,Black,Brown,Large,Medium,Yes,No,Healthy,0,3,Yes
Cat,15,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,1,No
Cat,24,Snowshoe,Male,Brown,No Color,Medium,Medium,Not Sure,No,Healthy,0,5,No
Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,6,Yes
Dog,0,Terrier,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,2,Yes
Dog,3,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,No,Healthy,200,2,Yes
Dog,72,Beagle,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes
Dog,32,Poodle,Male,Cream,No Color,Small,Medium,Yes,No,Healthy,200,5,Yes
Dog,5,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,4,No
Dog,10,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,8,No
Cat,1,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,3,Yes
Cat,8,Domestic Short Hair,Male,Cream,White,Medium,Short,Yes,Yes,Healthy,200,3,No
Cat,1,Domestic Medium Hair,Female,Black,Brown,Large,Medium,No,No,Healthy,0,12,Yes
Cat,5,Silver,Female,Black,Gray,Small,Short,Yes,Yes,Healthy,0,4,No
Dog,4,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,1,No
Cat,1,Domestic Short Hair,Female,Black,No Color,Medium,Medium,No,No,Healthy,0,3,No
Cat,2,Domestic Short Hair,Male,Black,Yellow,Small,Short,No,No,Healthy,0,6,Yes
Cat,5,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,15,Yes
Dog,6,Mixed Breed,Male,Brown,No Color,Small,Short,Yes,No,Healthy,0,3,No
Dog,12,Mixed Breed,Female,Black,No Color,Medium,Medium,No,Yes,Healthy,0,6,Yes
Dog,108,Mixed Breed,Male,Yellow,White,Medium,Short,Yes,Yes,Healthy,0,4,Yes
Cat,2,Domestic Short Hair,Female,Brown,Yellow,Small,Short,No,No,Healthy,0,5,Yes
Cat,4,Siamese,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
Cat,7,Domestic Short Hair,Female,Brown,Yellow,Medium,Short,No,Yes,Healthy,0,5,No
Cat,1,Tabby,Female,Black,Yellow,Medium,Medium,No,No,Healthy,0,4,Yes
Dog,12,Shetland Sheepdog Sheltie,Male,Black,Brown,Medium,Long,Yes,No,Healthy,500,3,Yes
Cat,1,Domestic Medium Hair,Male,White,No Color,Small,Medium,No,No,Healthy,0,3,Yes
Cat,12,Domestic Short Hair,Female,White,No Color,Medium,Short,No,No,Healthy,0,4,No
Dog,36,Mixed Breed,Female,Black,Brown,Large,Short,No,No,Healthy,0,3,No
Cat,1,Domestic Medium Hair,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,4,Yes
Cat,2,Bengal,Female,Brown,White,Small,Short,No,Not Sure,Healthy,0,2,Yes
Dog,6,Mixed Breed,Male,White,No Color,Medium,Medium,Yes,Yes,Healthy,0,4,No
Cat,2,Oriental Short Hair,Female,Brown,Golden,Medium,Short,No,No,Healthy,0,4,Yes
Cat,4,Domestic Short Hair,Male,Golden,White,Medium,Short,No,No,Healthy,0,2,Yes
Dog,12,Mixed Breed,Female,Cream,White,Medium,Short,Not Sure,Not Sure,Healthy,0,5,No
Cat,16,Domestic Short Hair,Female,Black,White,Large,Short,No,No,Healthy,0,5,Yes
Cat,1,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes
Dog,3,Mixed Breed,Male,Black,Yellow,Small,Short,Not Sure,Yes,Healthy,1,3,Yes
Cat,24,Domestic Short Hair,Male,Cream,White,Medium,Short,Yes,Yes,Healthy,0,1,Yes
Cat,36,Domestic Short Hair,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,2,No
Dog,2,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
Cat,12,Domestic Short Hair,Male,Black,Golden,Large,Short,Yes,Yes,Healthy,30,5,Yes
Cat,12,Domestic Short Hair,Male,Gray,White,Medium,Short,Yes,Yes,Healthy,0,5,No
Cat,6,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,1,Yes
Dog,0,Mixed Breed,Female,Brown,White,Medium,Medium,No,No,Healthy,0,4,Yes
Cat,5,Tabby,Male,Black,Brown,Medium,Short,Yes,No,Healthy,50,1,No
Dog,72,0,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,5,No
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,Yes
Dog,48,Miniature Pinscher,Female,Black,Brown,Small,Short,Yes,Yes,Minor Injury,180,9,Yes
Dog,112,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes
Dog,1,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,2,Yes
Dog,1,German Shepherd Dog,Male,Black,Brown,Medium,Medium,Not Sure,No,Healthy,0,2,Yes
Cat,3,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,8,Yes
Cat,8,Domestic Short Hair,Male,Golden,Yellow,Medium,Short,Yes,Yes,Healthy,0,3,No
Dog,5,Doberman Pinscher,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,6,Yes
Dog,3,Mixed Breed,Female,Brown,Golden,Medium,Medium,Yes,No,Healthy,50,2,Yes
Dog,36,Mixed Breed,Male,Golden,No Color,Small,Medium,Yes,Yes,Healthy,0,2,No
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,5,Yes
Dog,23,Mixed Breed,Female,Brown,No Color,Large,Medium,Yes,Yes,Healthy,0,2,No
Dog,24,Saint Bernard,Female,Black,Yellow,Large,Long,Not Sure,No,Healthy,0,3,Yes
Cat,1,Collie,Female,Brown,No Color,Small,Short,No,No,Healthy,0,3,Yes
Cat,2,Domestic Short Hair,Female,Gray,No Color,Small,Medium,No,No,Healthy,0,1,Yes
Dog,51,Shih Tzu,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,188,2,Yes
Dog,36,Beagle,Male,Black,Brown,Medium,Medium,Not Sure,No,Healthy,0,1,Yes
Cat,17,Oriental Short Hair,Female,Brown,Golden,Medium,Short,Yes,No,Healthy,0,1,No
Cat,12,Domestic Medium Hair,Female,Yellow,Cream,Medium,Medium,No,No,Healthy,0,3,Yes
Dog,24,Cocker Spaniel,Female,Brown,Cream,Small,Medium,Yes,Yes,Healthy,0,6,Yes
Cat,3,Bobtail,Male,Gray,White,Large,Medium,No,No,Healthy,0,3,Yes
Dog,5,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,1,No
Cat,4,Domestic Short Hair,Female,Yellow,White,Medium,Short,No,No,Healthy,0,2,Yes
Dog,60,Poodle,Male,Brown,No Color,Small,Long,Not Sure,No,Healthy,0,2,Yes
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,5,No
Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,Not Sure,No,Healthy,0,1,Yes
Cat,4,Persian,Female,Yellow,White,Medium,Long,No,No,Healthy,550,2,Yes
Dog,63,Rottweiler,Female,Black,Brown,Large,Short,Not Sure,Yes,Healthy,0,5,No
Cat,11,Domestic Short Hair,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,3,Yes
Cat,4,Domestic Short Hair,Female,Black,White,Small,Medium,Yes,No,Healthy,0,5,Yes
Cat,2,Domestic Short Hair,Female,Cream,White,Medium,Short,No,No,Healthy,100,5,Yes
Cat,3,Domestic Short Hair,Male,Black,White,Medium,Medium,Yes,Not Sure,Healthy,0,3,Yes
Dog,12,Mixed Breed,Male,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,6,No
Dog,5,Mixed Breed,Male,Brown,Yellow,Medium,Medium,Yes,No,Healthy,0,1,No
Cat,15,Domestic Short Hair,Male,Golden,White,Large,Short,Yes,Yes,Healthy,0,6,Yes
Dog,3,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,3,No
Dog,36,Mixed Breed,Female,Brown,Golden,Medium,Short,Not Sure,Not Sure,Healthy,0,2,No
Cat,84,Domestic Short Hair,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes
Cat,3,Domestic Medium Hair,Male,Cream,White,Small,Medium,No,Yes,Healthy,0,0,No
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,4,Yes
Dog,4,Mixed Breed,Male,Black,No Color,Small,Short,Yes,No,Healthy,0,6,Yes
Dog,3,Doberman Pinscher,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,8,5,Yes
Cat,7,Domestic Short Hair,Male,Yellow,White,Medium,Medium,No,No,Healthy,0,1,Yes
Cat,3,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,5,Yes
Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,1,Yes
Cat,1,Domestic Medium Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,1,Yes
Cat,36,Persian,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,2,Yes
Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,3,No
Cat,1,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,6,No
Dog,3,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,1,Yes
Cat,3,Domestic Short Hair,Female,Gray,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,1,No
Cat,5,Domestic Short Hair,Female,Black,Brown,Medium,Short,No,No,Healthy,0,6,Yes
Dog,36,Shih Tzu,Female,Brown,White,Medium,Long,Yes,No,Healthy,200,2,Yes
Cat,1,Oriental Short Hair,Female,Black,No Color,Small,Medium,No,No,Minor Injury,0,1,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,1,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Cream,White,Medium,Medium,No,No,Healthy,0,3,Yes
Dog,24,Husky,Male,Gray,White,Large,Medium,Yes,Yes,Healthy,500,4,Yes
Cat,2,Domestic Short Hair,Male,Golden,Yellow,Medium,Short,Yes,No,Healthy,0,11,Yes
Cat,4,Domestic Short Hair,Male,Gray,White,Medium,Short,No,No,Healthy,0,5,Yes
Dog,4,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Minor Injury,0,1,Yes
Cat,48,Tabby,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,5,No
Dog,1,Mixed Breed,Male,Golden,No Color,Small,Short,No,No,Healthy,0,3,No
Dog,1,Mixed Breed,Male,Black,White,Medium,Short,No,No,Healthy,0,8,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,Yes
Cat,60,Burmilla,Female,Brown,Golden,Medium,Long,Yes,No,Healthy,0,11,Yes
Cat,12,Tortoiseshell,Female,Black,Yellow,Small,Medium,Yes,Yes,Healthy,0,1,Yes
Dog,6,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes
Cat,5,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,2,Yes
Cat,18,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,300,3,Yes
Dog,5,Mixed Breed,Male,Brown,Cream,Medium,Short,Yes,No,Healthy,0,5,Yes
Dog,12,Mixed Breed,Male,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,4,Yes
Cat,8,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
Cat,12,Domestic Long Hair,Female,Black,Brown,Medium,Long,Not Sure,Not Sure,Healthy,0,1,Yes
Cat,12,Domestic Short Hair,Male,Cream,Gray,Medium,Short,No,No,Healthy,0,1,Yes
Cat,3,Domestic Short Hair,Male,Black,White,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,9,Golden Retriever,Female,Yellow,Cream,Medium,Medium,Yes,No,Healthy,0,1,Yes
Cat,10,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,0,4,No
Cat,3,Tabby,Female,Black,White,Small,Short,Yes,No,Healthy,0,5,Yes
Cat,3,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,1,Yes
Dog,1,Mixed Breed,Female,Black,White,Small,Short,No,No,Healthy,0,9,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,20,1,Yes
Dog,60,Spitz,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,4,Yes
Dog,4,Labrador Retriever,Female,Brown,White,Medium,Short,No,No,Healthy,0,10,Yes
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Cat,15,Domestic Medium Hair,Male,Golden,White,Medium,Medium,Yes,No,Healthy,0,3,Yes
Dog,36,Mixed Breed,Female,Brown,No Color,Small,Medium,Yes,Not Sure,Healthy,0,4,Yes
Cat,11,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,1,No
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,3,No
Dog,24,Silky Terrier,Female,Brown,No Color,Small,Medium,Not Sure,No,Healthy,0,1,Yes
Cat,2,Domestic Short Hair,Male,Yellow,White,Medium,Short,No,No,Healthy,0,2,Yes
Cat,3,Domestic Short Hair,Male,Golden,Yellow,Small,Short,Not Sure,Not Sure,Healthy,0,4,Yes
Cat,1,Persian,Male,Yellow,No Color,Small,Medium,No,No,Healthy,0,6,Yes
Dog,24,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,50,2,No
Dog,48,Shih Tzu,Male,White,No Color,Small,Medium,Yes,Yes,Healthy,0,2,Yes
Dog,1,Mixed Breed,Female,Yellow,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Dog,3,Mixed Breed,Female,Brown,No Color,Large,Medium,Yes,No,Healthy,0,0,No
Dog,3,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,0,3,Yes
Dog,1,Mixed Breed,Male,Black,Yellow,Medium,Short,Not Sure,No,Healthy,0,1,Yes
Cat,6,Abyssinian,Male,Black,White,Medium,Medium,No,No,Healthy,0,1,Yes
Cat,3,Domestic Short Hair,Female,Golden,Yellow,Medium,Medium,No,No,Healthy,0,0,No
Cat,8,Domestic Short Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,3,No
Dog,12,Mixed Breed,Male,Brown,Cream,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes
Dog,72,Terrier,Male,Cream,White,Medium,Medium,Yes,No,Healthy,0,1,No
Dog,5,Pomeranian,Male,Brown,Cream,Small,Medium,Yes,No,Healthy,500,2,Yes
Dog,2,Mixed Breed,Male,Black,White,Medium,Medium,No,No,Healthy,0,1,Yes
Cat,1,Domestic Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,4,No
Cat,1,Domestic Medium Hair,Female,Black,Golden,Medium,Medium,No,No,Healthy,0,3,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,8,Yes
Cat,30,Domestic Short Hair,Female,Black,Gray,Medium,Short,Yes,Yes,Healthy,0,2,No
Dog,36,Basset Hound,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,Yes
Dog,72,Shih Tzu,Male,Brown,Gray,Small,Long,Yes,Yes,Healthy,150,11,Yes
Cat,12,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes
Dog,10,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,Not Sure,Healthy,0,3,Yes
Cat,5,Domestic Short Hair,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,No
Dog,24,Mixed Breed,Male,Cream,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes
Cat,4,Domestic Short Hair,Female,Cream,White,Small,Short,Yes,Yes,Healthy,50,5,Yes
Dog,8,Jack Russell Terrier,Male,Black,Brown,Small,Short,Yes,Yes,Healthy,0,6,Yes
Dog,2,Collie,Male,Brown,White,Medium,Short,No,No,Healthy,0,3,Yes
Cat,4,American Shorthair,Male,Black,White,Medium,Medium,No,No,Healthy,0,3,Yes
Cat,10,Domestic Short Hair,Female,Black,Gray,Small,Short,Yes,No,Healthy,50,1,No
Dog,47,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,0,No
Cat,1,Persian,Female,Black,Golden,Medium,Long,Yes,No,Healthy,150,5,Yes
Cat,2,Domestic Medium Hair,Male,Black,Cream,Medium,Medium,No,No,Healthy,0,5,Yes
Dog,4,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,80,4,Yes
Cat,5,Domestic Medium Hair,Female,Brown,Cream,Small,Medium,No,No,Healthy,0,6,Yes
Cat,4,Domestic Short Hair,Female,Golden,No Color,Small,Short,Yes,No,Healthy,0,2,Yes
Cat,60,Persian,Female,Cream,Gray,Medium,Long,Yes,No,Healthy,100,3,Yes
Cat,3,Domestic Short Hair,Male,Brown,Yellow,Medium,Short,Yes,No,Healthy,0,7,Yes
Cat,4,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,0,3,Yes
Dog,12,Mixed Breed,Male,Black,No Color,Medium,Short,No,Yes,Healthy,0,4,Yes
Cat,4,Domestic Short Hair,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,1,No
Cat,6,Domestic Short Hair,Female,Black,No Color,Small,Short,No,No,Healthy,0,1,No
Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,5,Yes
Dog,1,Rottweiler,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,5,Yes
Cat,1,Domestic Medium Hair,Male,Yellow,Cream,Medium,Medium,No,No,Healthy,0,9,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,No
Cat,3,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,50,7,Yes
Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,1,Yes
Dog,11,Mixed Breed,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,150,3,Yes
Cat,24,American Shorthair,Female,Black,Brown,Large,Medium,Not Sure,Not Sure,Healthy,0,4,Yes
Cat,4,Domestic Short Hair,Female,Golden,White,Medium,Short,Yes,No,Healthy,0,1,Yes
Cat,2,Domestic Short Hair,Male,Brown,Yellow,Medium,Medium,No,No,Healthy,0,2,Yes
Cat,2,Domestic Short Hair,Female,Black,Yellow,Small,Short,No,No,Healthy,20,4,No
Cat,5,Domestic Short Hair,Female,Brown,Golden,Small,Short,No,No,Healthy,0,12,Yes
Dog,11,Golden Retriever,Female,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,No
Dog,2,Mixed Breed,Female,Black,Brown,Small,Short,No,No,Healthy,0,4,No
Dog,12,Mixed Breed,Female,Black,Brown,Small,Medium,Yes,No,Healthy,20,3,No
Dog,12,Mixed Breed,Female,Brown,Cream,Medium,Short,Not Sure,Not Sure,Healthy,0,5,Yes
Dog,120,Labrador Retriever,Female,Yellow,Cream,Large,Short,Not Sure,Not Sure,Serious Injury,0,4,Yes
Dog,60,Poodle,Female,Brown,No Color,Small,Medium,Yes,Yes,Healthy,200,7,Yes
Dog,11,Mixed Breed,Female,Brown,Golden,Large,Medium,Yes,Not Sure,Healthy,0,1,Yes
Cat,36,Domestic Short Hair,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,50,3,Yes
Cat,3,Domestic Short Hair,Female,Black,White,Medium,Medium,Not Sure,No,Healthy,0,11,Yes
Dog,12,Mixed Breed,Female,Black,Gray,Medium,Medium,No,No,Healthy,0,2,No
Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,2,Yes
Dog,2,Mixed Breed,Male,White,No Color,Medium,Short,No,No,Healthy,50,1,Yes
Dog,36,Poodle,Male,Golden,No Color,Small,Medium,Yes,Yes,Healthy,0,2,Yes
Dog,12,Mixed Breed,Male,Black,Brown,Small,Medium,Not Sure,Not Sure,Healthy,0,5,Yes
