session_id,session_duration_seconds,pages_viewed,items_in_cart,cart_total_value,unique_categories_viewed,has_discount_code,is_returning_customer,device_type,traffic_source,hour_of_day,day_of_week,previous_purchases_count,avg_time_per_page_seconds,added_to_wishlist,used_search,converted
CART_08811,789,25,1,35.99,1,1,0,mobile,paid,13,3,0,31.56,1,1,0
CART_08812,965,18,6,561.44,4,1,0,mobile,paid,17,4,0,53.61,0,1,0
CART_08813,1508,25,1,160.19,3,0,0,tablet,direct,10,2,0,60.32,1,1,0
CART_08814,1580,13,3,358.31,5,0,1,mobile,paid,7,5,30,121.54,0,0,1
CART_08815,958,27,2,240.42,3,0,0,tablet,paid,0,6,0,35.48,0,0,0
CART_08816,855,16,1,86.51,3,0,0,desktop,paid,14,6,0,53.44,0,1,1
CART_08817,460,30,1,163.64,3,0,0,tablet,organic,11,3,0,15.33,0,1,0
CART_08818,402,11,5,468.65,6,0,1,desktop,email,16,3,10,36.55,0,0,1
CART_08819,1027,27,1,53.25,1,0,0,mobile,organic,19,0,0,38.04,0,0,0
CART_08820,536,4,1,129.25,3,0,1,mobile,organic,5,5,43,134.0,0,0,1
CART_08821,447,8,2,30.86,4,1,0,mobile,paid,0,3,0,55.88,0,0,0
CART_08822,1636,15,1,116.12,2,1,1,desktop,paid,20,5,45,109.07,0,0,1
CART_08823,1053,21,5,122.18,5,0,0,mobile,organic,23,4,0,50.14,0,1,0
CART_08824,685,2,1,75.52,1,0,1,mobile,direct,18,1,48,342.5,1,0,1
CART_08825,957,1,3,135.31,1,0,1,mobile,paid,0,3,38,957.0,0,1,0
CART_08826,1676,22,1,153.85,2,0,1,desktop,direct,5,0,36,76.18,0,0,1
CART_08827,1308,3,1,44.52,1,0,0,desktop,organic,22,4,0,436.0,0,1,0
CART_08828,1023,1,1,114.77,1,0,0,desktop,email,11,0,0,1023.0,0,1,1
CART_08829,41,11,1,90.33,3,0,0,mobile,direct,16,6,0,3.73,0,1,0
CART_08830,297,13,2,240.29,1,1,0,mobile,organic,12,3,0,22.85,1,1,0
CART_08831,1194,10,2,157.95,1,0,0,mobile,direct,14,2,0,119.4,0,1,0
CART_08832,1088,29,6,299.7,3,0,0,desktop,direct,13,3,0,37.52,0,1,0
CART_08833,545,4,2,56.47,4,0,0,desktop,email,5,5,0,136.25,0,1,1
CART_08834,279,10,2,107.34,4,0,0,tablet,direct,15,5,0,27.9,0,0,0
CART_08835,1000,9,2,263.29,4,0,0,desktop,direct,13,6,0,111.11,1,1,0
CART_08836,1397,13,1,86.37,3,0,1,mobile,organic,16,4,50,107.46,0,0,0
CART_08837,594,2,5,861.63,2,0,1,mobile,direct,9,1,10,297.0,0,0,1
CART_08838,1001,13,1,38.84,3,0,1,desktop,paid,21,1,17,77.0,0,1,1
CART_08839,1574,12,5,185.86,5,0,0,mobile,direct,13,5,0,131.17,0,1,1
CART_08840,671,29,1,174.49,3,1,1,desktop,paid,12,4,48,23.14,0,1,0
CART_08841,486,15,2,78.84,3,0,0,tablet,organic,11,2,0,32.4,1,0,1
CART_08842,1092,1,1,104.49,1,0,1,mobile,direct,10,6,39,1092.0,0,0,1
CART_08843,1414,14,2,183.21,4,0,0,mobile,organic,8,4,0,101.0,0,0,0
CART_08844,1739,17,3,168.02,4,1,0,mobile,paid,19,3,0,102.29,0,1,1
CART_08845,1490,20,2,126.07,4,0,0,mobile,organic,17,1,0,74.5,1,0,0
CART_08846,1263,8,4,584.8,4,0,0,mobile,organic,18,6,0,157.88,0,0,0
CART_08847,822,6,5,857.39,1,0,0,mobile,direct,15,4,0,137.0,0,1,1
CART_08848,1386,23,2,43.87,2,0,0,mobile,email,3,4,0,60.26,0,0,1
CART_08849,948,5,2,113.16,4,0,0,desktop,organic,14,1,0,189.6,0,1,0
CART_08850,1370,18,3,136.37,2,0,0,desktop,email,1,2,0,76.11,0,1,0
CART_08851,446,12,3,355.95,5,0,1,tablet,organic,15,2,41,37.17,0,1,0
CART_08852,149,6,2,139.52,4,1,1,desktop,email,3,4,23,24.83,0,1,1
CART_08853,1699,27,1,49.53,3,0,1,mobile,paid,18,3,21,62.93,1,0,1
CART_08854,993,16,5,326.89,3,0,0,desktop,organic,9,0,0,62.06,0,0,0
CART_08855,182,28,1,67.57,3,0,1,mobile,organic,12,2,27,6.5,1,1,0
CART_08856,1356,24,3,179.05,1,1,0,desktop,organic,3,4,0,56.5,0,0,0
CART_08857,138,21,3,475.41,2,0,0,mobile,organic,15,6,0,6.57,0,0,1
CART_08858,1735,27,6,741.05,5,0,0,tablet,paid,9,0,0,64.26,0,0,0
CART_08859,621,22,1,45.42,2,0,1,mobile,organic,8,2,21,28.23,0,1,0
CART_08860,1724,14,2,314.77,2,0,1,mobile,organic,21,1,6,123.14,0,0,1
CART_08861,645,25,1,34.07,1,1,0,mobile,organic,9,6,0,25.8,0,1,0
CART_08862,499,20,3,81.76,4,0,0,desktop,direct,16,3,0,24.95,0,0,1
CART_08863,863,26,2,358.38,4,0,1,mobile,paid,22,5,8,33.19,0,0,1
CART_08864,916,26,1,167.13,3,0,1,mobile,organic,12,3,14,35.23,1,0,0
CART_08865,731,7,3,89.76,1,0,0,tablet,organic,8,1,0,104.43,0,1,0
CART_08866,843,21,3,185.19,3,0,0,desktop,direct,8,6,0,40.14,0,1,0
CART_08867,194,11,4,648.99,6,0,1,desktop,paid,17,4,8,17.64,0,0,0
CART_08868,1132,4,2,290.39,4,1,0,mobile,paid,6,4,0,283.0,0,1,0
CART_08869,123,23,2,69.2,4,1,0,tablet,direct,2,0,0,5.35,0,0,0
CART_08870,430,6,2,243.88,4,0,0,mobile,paid,15,0,0,71.67,0,0,0
CART_08871,969,30,3,342.2,4,1,1,mobile,paid,17,0,22,32.3,0,1,0
CART_08872,1210,24,1,54.78,3,0,0,mobile,direct,8,2,0,50.42,0,1,0
CART_08873,1100,25,4,427.89,4,1,0,mobile,paid,12,1,0,44.0,0,0,0
CART_08874,166,5,2,204.53,4,1,1,desktop,organic,5,2,16,33.2,0,1,1
CART_08875,1304,19,4,116.17,3,0,0,mobile,email,16,5,0,68.63,1,0,0
CART_08876,1006,24,1,73.39,3,0,1,mobile,organic,7,3,28,41.92,0,1,1
CART_08877,1686,17,1,82.11,3,0,0,mobile,direct,16,1,0,99.18,0,1,1
CART_08878,1108,16,4,236.23,5,0,1,mobile,organic,5,2,22,69.25,1,1,0
CART_08879,368,18,2,340.07,4,0,1,desktop,organic,9,2,43,20.44,0,0,1
CART_08880,1517,19,2,347.83,4,1,0,desktop,organic,17,6,0,79.84,0,0,1
CART_08881,1003,21,2,42.99,2,1,0,desktop,direct,15,0,0,47.76,0,0,0
CART_08882,481,16,3,242.75,3,1,1,desktop,direct,23,6,13,30.06,0,0,1
CART_08883,1728,16,5,299.14,3,1,0,desktop,organic,21,2,0,108.0,0,0,0
CART_08884,288,6,1,116.29,2,0,1,mobile,paid,16,2,43,48.0,0,1,1
CART_08885,496,6,2,116.28,3,0,1,tablet,organic,23,1,22,82.67,0,0,0
CART_08886,606,14,6,480.02,3,1,1,tablet,paid,3,4,48,43.29,0,0,1
CART_08887,1411,13,1,95.6,3,0,0,desktop,paid,4,3,0,108.54,0,1,0
CART_08888,287,26,2,104.66,3,1,0,tablet,paid,12,2,0,11.04,0,0,0
CART_08889,1199,13,3,110.3,1,0,0,mobile,paid,19,2,0,92.23,0,1,0
CART_08890,1232,15,2,315.3,4,0,0,mobile,email,11,0,0,82.13,0,1,0
CART_08891,223,10,1,167.52,3,0,1,mobile,paid,18,5,13,22.3,0,1,0
CART_08892,1006,12,4,211.3,2,0,0,desktop,organic,13,5,0,83.83,0,1,0
CART_08893,701,18,1,104.08,2,0,0,mobile,paid,8,0,0,38.94,0,0,0
CART_08894,240,10,1,77.7,1,0,1,mobile,organic,12,4,38,24.0,0,0,1
CART_08895,1517,24,1,129.46,3,1,1,mobile,email,4,4,43,63.21,0,1,1
CART_08896,1718,25,1,137.46,3,1,1,mobile,email,23,3,29,68.72,1,0,1
CART_08897,1137,22,1,51.8,3,0,1,desktop,organic,1,6,13,51.68,0,1,1
CART_08898,387,18,2,330.12,1,0,0,mobile,organic,19,2,0,21.5,0,0,0
CART_08899,1231,27,2,230.02,4,1,0,desktop,organic,23,5,0,45.59,0,1,1
CART_08900,896,7,1,146.42,3,0,0,mobile,organic,19,0,0,128.0,0,1,0
CART_08901,1553,17,3,76.69,5,0,0,mobile,organic,14,5,0,91.35,0,0,0
CART_08902,1037,8,1,169.37,1,1,0,mobile,paid,1,3,0,129.62,0,1,0
CART_08903,1639,19,1,41.95,3,0,0,mobile,organic,16,5,0,86.26,1,1,0
CART_08904,912,22,2,251.81,3,1,0,mobile,organic,11,1,0,41.45,0,1,1
CART_08905,1083,8,1,178.42,3,0,1,mobile,paid,21,1,40,135.38,1,0,0
CART_08906,1550,4,7,926.38,2,0,0,tablet,paid,0,2,0,387.5,0,0,0
CART_08907,128,1,3,352.93,3,0,1,desktop,organic,13,0,9,128.0,1,1,1
CART_08908,953,26,1,129.23,3,1,0,mobile,direct,10,3,0,36.65,0,0,0
CART_08909,378,5,7,1149.24,4,0,0,tablet,email,10,6,0,75.6,0,0,1
CART_08910,321,8,1,150.06,3,0,1,desktop,direct,21,3,5,40.12,0,0,0
CART_08911,323,20,1,32.12,3,1,0,mobile,organic,19,6,0,16.15,0,0,1
CART_08912,970,6,2,145.22,2,0,1,mobile,organic,3,0,27,161.67,0,1,1
CART_08913,344,1,3,187.21,5,1,1,mobile,email,6,3,48,344.0,0,1,1
CART_08914,1559,28,1,131.19,1,0,0,mobile,paid,8,0,0,55.68,0,1,0
CART_08915,1395,6,2,253.78,4,0,0,mobile,email,2,1,0,232.5,1,0,0
CART_08916,585,29,1,15.01,2,0,1,mobile,paid,20,4,37,20.17,0,1,1
CART_08917,76,4,2,341.02,4,1,1,desktop,organic,0,0,29,19.0,0,1,1
CART_08918,905,30,1,83.02,3,0,0,mobile,direct,8,0,0,30.17,0,1,0
CART_08919,79,21,2,245.33,2,0,0,mobile,organic,3,4,0,3.76,1,1,0
CART_08920,673,26,2,218.41,1,0,1,mobile,organic,11,6,40,25.88,0,1,0
CART_08921,1659,3,5,204.67,1,0,1,desktop,organic,13,1,9,553.0,0,1,0
CART_08922,500,2,1,34.77,2,0,1,mobile,organic,22,1,13,250.0,1,0,0
CART_08923,1382,8,2,212.62,3,0,1,desktop,organic,16,0,24,172.75,1,1,1
CART_08924,136,28,2,174.75,3,0,1,mobile,organic,17,6,22,4.86,0,1,1
CART_08925,421,12,3,524.2,2,0,0,mobile,organic,20,3,0,35.08,0,0,0
CART_08926,40,14,1,107.33,3,0,0,mobile,direct,11,3,0,2.86,0,0,0
CART_08927,1208,28,2,156.85,4,0,1,desktop,email,18,1,22,43.14,0,0,1
CART_08928,1478,20,4,154.15,1,0,0,mobile,paid,10,6,0,73.9,1,0,0
CART_08929,837,8,1,84.08,3,0,1,mobile,paid,18,1,35,104.62,0,0,1
CART_08930,1314,27,5,772.58,1,0,1,mobile,paid,5,2,38,48.67,0,0,1
CART_08931,979,29,3,337.09,5,0,0,mobile,email,18,6,0,33.76,1,0,0
CART_08932,296,17,1,86.91,3,1,1,mobile,paid,9,6,16,17.41,0,1,1
CART_08933,1268,9,5,190.69,6,0,1,mobile,direct,16,1,13,140.89,0,1,1
CART_08934,388,25,1,94.64,1,1,1,desktop,paid,7,5,44,15.52,0,1,1
CART_08935,1043,14,1,128.08,2,0,1,mobile,paid,10,0,22,74.5,1,0,0
CART_08936,1226,25,2,203.75,4,0,1,mobile,email,19,5,2,49.04,0,0,0
CART_08937,1783,23,3,457.52,1,1,0,desktop,paid,4,1,0,77.52,0,0,0
CART_08938,668,26,3,457.31,5,1,0,tablet,email,4,2,0,25.69,0,0,0
CART_08939,1496,24,1,65.53,3,0,1,mobile,paid,5,2,26,62.33,0,1,0
CART_08940,875,28,4,426.08,2,0,1,mobile,organic,13,2,17,31.25,0,1,0
CART_08941,1736,19,2,122.74,4,0,0,mobile,paid,13,5,0,91.37,1,1,0
CART_08942,726,1,1,15.59,1,1,0,mobile,organic,2,0,0,726.0,1,1,1
CART_08943,1087,15,1,109.31,3,1,0,tablet,organic,4,0,0,72.47,0,1,0
CART_08944,1079,13,1,75.47,3,0,1,mobile,organic,17,0,9,83.0,1,0,1
CART_08945,1180,30,1,77.86,3,1,1,desktop,organic,5,1,7,39.33,0,1,1
CART_08946,1637,22,1,171.19,3,1,1,desktop,direct,3,6,30,74.41,1,1,1
CART_08947,1155,23,2,54.39,1,0,1,mobile,direct,3,4,24,50.22,0,1,0
CART_08948,451,8,1,71.21,3,0,1,mobile,paid,21,3,13,56.38,0,0,0
CART_08949,349,9,5,147.16,4,0,0,mobile,paid,13,1,0,38.78,0,0,0
CART_08950,1368,26,2,258.24,2,0,1,desktop,organic,1,6,1,52.62,0,0,0
CART_08951,796,24,1,29.53,1,0,0,mobile,organic,11,0,0,33.17,1,1,0
CART_08952,1792,6,1,160.33,3,0,0,mobile,organic,9,4,0,298.67,1,0,0
CART_08953,1461,8,4,606.55,3,0,1,mobile,organic,5,6,48,182.62,0,0,0
CART_08954,314,2,1,62.6,3,0,0,tablet,paid,14,6,0,157.0,0,1,1
CART_08955,332,7,2,183.8,3,0,1,mobile,organic,23,5,21,47.43,1,0,0
CART_08956,353,14,1,114.41,3,0,0,desktop,organic,23,1,0,25.21,0,0,0
CART_08957,771,24,3,422.22,5,0,0,mobile,organic,14,2,0,32.12,0,1,0
CART_08958,293,8,1,97.46,3,0,1,tablet,email,16,2,49,36.62,0,1,1
CART_08959,1460,6,1,66.21,3,0,1,mobile,organic,4,2,12,243.33,1,0,0
CART_08960,1507,6,2,315.76,3,0,1,desktop,paid,10,4,18,251.17,0,1,0
CART_08961,1233,21,1,137.48,3,0,0,mobile,organic,20,0,0,58.71,1,1,0
CART_08962,1164,20,5,218.28,3,0,0,mobile,organic,0,0,0,58.2,0,1,0
CART_08963,752,14,4,695.48,2,0,1,desktop,organic,21,2,38,53.71,0,1,0
CART_08964,745,10,2,233.98,1,1,0,desktop,paid,14,0,0,74.5,0,0,0
CART_08965,957,10,1,35.85,3,0,1,mobile,organic,21,4,42,95.7,0,0,0
CART_08966,1272,12,5,346.59,6,0,0,mobile,organic,22,4,0,106.0,0,1,1
CART_08967,696,7,2,183.29,4,1,0,mobile,organic,5,2,0,99.43,1,1,0
CART_08968,249,30,2,304.7,4,0,1,mobile,email,20,4,29,8.3,0,1,0
CART_08969,1037,16,1,170.17,3,1,0,mobile,paid,13,3,0,64.81,1,0,0
CART_08970,362,18,7,1215.89,2,1,0,mobile,direct,12,5,0,20.11,1,1,1
CART_08971,549,28,1,177.17,2,1,1,mobile,organic,3,6,17,19.61,0,1,1
CART_08972,889,6,1,42.68,1,0,0,mobile,organic,12,0,0,148.17,0,1,0
CART_08973,235,9,1,40.17,3,0,0,desktop,paid,21,2,0,26.11,0,0,0
CART_08974,1760,6,3,520.42,5,0,0,mobile,organic,2,4,0,293.33,0,0,0
CART_08975,1482,4,5,219.89,1,0,0,tablet,organic,13,2,0,370.5,0,0,0
CART_08976,106,18,2,179.33,3,0,0,mobile,direct,7,0,0,5.89,1,0,0
CART_08977,71,17,2,142.27,4,0,1,mobile,paid,18,3,49,4.18,0,1,0
CART_08978,1464,14,9,1258.11,4,1,1,desktop,organic,0,3,43,104.57,1,1,0
CART_08979,192,9,3,263.86,1,0,0,desktop,direct,13,1,0,21.33,0,1,1
CART_08980,257,21,1,161.14,3,0,1,mobile,organic,22,5,17,12.24,0,0,0
CART_08981,1308,12,5,216.91,5,1,1,desktop,email,15,3,31,109.0,0,1,1
CART_08982,796,27,1,169.55,3,0,0,tablet,email,9,4,0,29.48,1,1,0
CART_08983,1426,4,5,94.74,6,0,0,desktop,organic,20,5,0,356.5,0,0,0
CART_08984,140,18,3,211.2,1,1,0,desktop,email,9,3,0,7.78,0,1,1
CART_08985,147,9,3,515.24,3,1,0,mobile,organic,4,2,0,16.33,0,0,1
CART_08986,441,12,1,80.48,3,0,1,tablet,direct,1,6,34,36.75,0,0,0
CART_08987,359,10,1,148.9,3,0,0,tablet,organic,19,4,0,35.9,1,1,0
CART_08988,586,4,2,220.37,1,0,0,desktop,paid,12,2,0,146.5,0,0,0
CART_08989,1788,29,2,253.42,1,0,1,desktop,direct,14,1,29,61.66,0,0,1
CART_08990,1670,4,5,619.41,1,0,0,mobile,direct,8,0,0,417.5,1,1,0
CART_08991,548,6,2,133.0,4,0,1,mobile,organic,1,1,4,91.33,0,1,0
CART_08992,1481,22,1,22.72,3,0,1,desktop,organic,20,1,21,67.32,0,1,1
CART_08993,1735,2,5,282.1,1,0,1,desktop,paid,19,6,11,867.5,0,0,1
CART_08994,551,8,4,370.27,5,1,0,desktop,direct,9,4,0,68.88,0,0,0
CART_08995,778,6,4,77.25,6,0,0,mobile,organic,23,5,0,129.67,1,0,1
CART_08996,1222,23,1,74.55,3,0,0,mobile,organic,20,4,0,53.13,1,1,0
CART_08997,1329,13,1,176.35,3,0,1,mobile,direct,12,1,1,102.23,0,1,1
CART_08998,1205,3,1,52.85,3,0,1,tablet,organic,15,4,23,401.67,0,1,0
CART_08999,1734,24,2,154.51,1,0,0,desktop,organic,19,5,0,72.25,0,1,1
CART_09000,627,24,1,123.87,3,0,1,mobile,direct,10,4,33,26.12,0,0,1
CART_09001,871,29,4,404.89,5,1,1,mobile,paid,21,3,31,30.03,0,0,1
CART_09002,1242,13,2,356.9,1,0,1,mobile,organic,10,1,11,95.54,0,1,1
CART_09003,1448,13,9,946.43,4,0,1,mobile,paid,13,5,16,111.38,0,0,0
CART_09004,706,5,5,461.65,1,0,1,desktop,organic,4,4,6,141.2,0,1,0
CART_09005,1620,21,3,154.43,1,0,1,mobile,email,9,6,50,77.14,0,0,0
CART_09006,292,13,1,69.35,1,0,0,tablet,direct,9,1,0,22.46,0,1,0
CART_09007,1166,5,4,609.43,5,1,1,mobile,organic,7,0,6,233.2,0,0,0
CART_09008,1116,1,5,613.4,6,0,0,mobile,paid,0,2,0,1116.0,1,1,1
CART_09009,400,6,1,29.72,3,0,0,desktop,paid,12,6,0,66.67,0,0,0
CART_09010,1348,10,3,352.31,5,0,1,desktop,organic,20,5,37,134.8,0,0,1
CART_09011,820,8,5,116.29,1,0,1,desktop,paid,11,0,34,102.5,0,0,0
CART_09012,852,25,1,120.64,2,0,1,desktop,organic,16,5,21,34.08,0,1,1
CART_09013,1596,14,3,314.01,2,0,0,mobile,direct,18,1,0,114.0,0,0,0
CART_09014,1666,11,4,165.64,6,0,1,tablet,organic,21,0,40,151.45,0,0,1
CART_09015,26,30,3,368.46,5,0,1,mobile,direct,7,5,30,0.87,0,0,0
CART_09016,900,20,1,79.06,1,1,1,mobile,paid,13,0,18,45.0,1,0,0
CART_09017,840,29,2,335.61,4,0,1,desktop,paid,18,0,25,28.97,0,0,0
CART_09018,1340,6,1,55.35,3,0,0,mobile,organic,15,0,0,223.33,0,1,0
CART_09019,223,2,2,318.36,3,0,1,mobile,organic,13,1,35,111.5,0,1,1
CART_09020,1704,17,1,17.72,3,0,1,desktop,paid,16,2,8,100.24,1,1,0
CART_09021,730,21,1,122.79,3,0,0,mobile,paid,0,3,0,34.76,1,1,0
CART_09022,436,15,1,138.65,3,0,0,desktop,paid,14,1,0,29.07,0,0,0
CART_09023,94,21,1,79.77,3,1,1,mobile,direct,0,2,18,4.48,1,1,1
CART_09024,645,9,2,66.3,3,0,1,mobile,organic,5,5,9,71.67,1,0,0
CART_09025,143,17,2,59.49,3,0,1,desktop,email,12,0,19,8.41,0,1,1
CART_09026,578,23,1,138.45,1,0,0,desktop,direct,7,5,0,25.13,0,1,0
CART_09027,936,26,6,195.19,6,1,0,desktop,organic,18,1,0,36.0,0,0,1
CART_09028,1461,21,7,762.15,2,0,1,mobile,paid,12,3,1,69.57,0,0,0
CART_09029,588,1,3,69.38,4,0,1,desktop,paid,2,3,38,588.0,0,0,0
CART_09030,990,4,2,179.7,4,0,0,mobile,email,14,3,0,247.5,0,0,0
CART_09031,1457,10,3,96.76,2,0,0,desktop,paid,13,1,0,145.7,0,1,1
CART_09032,1509,10,1,115.16,3,0,1,mobile,paid,18,4,19,150.9,0,1,0
CART_09033,650,11,1,88.03,1,0,1,desktop,organic,15,1,33,59.09,0,1,1
CART_09034,758,21,4,511.47,2,0,1,desktop,organic,9,6,41,36.1,0,1,1
CART_09035,222,23,5,611.86,4,0,0,mobile,organic,10,1,0,9.65,1,0,1
CART_09036,893,9,1,152.03,3,1,1,tablet,organic,5,0,29,99.22,0,0,1
CART_09037,1412,11,1,19.37,3,1,0,mobile,paid,23,3,0,128.36,0,0,0
CART_09038,1481,15,3,47.37,2,0,0,desktop,direct,14,3,0,98.73,1,0,0
CART_09039,1442,10,3,356.42,1,0,1,mobile,organic,22,5,27,144.2,0,1,0
CART_09040,1668,29,4,644.27,3,0,0,tablet,paid,11,1,0,57.52,0,0,0
CART_09041,1643,6,2,304.57,4,0,0,desktop,direct,16,6,0,273.83,1,0,0
CART_09042,276,1,3,513.63,3,1,0,desktop,paid,17,5,0,276.0,0,0,0
CART_09043,1499,2,3,465.96,5,0,0,desktop,direct,10,1,0,749.5,0,0,0
CART_09044,1324,24,7,707.47,6,0,0,mobile,organic,0,0,0,55.17,0,0,0
CART_09045,782,5,1,22.31,3,0,0,mobile,organic,9,6,0,156.4,0,1,0
CART_09046,1352,9,3,425.14,4,1,0,mobile,organic,7,0,0,150.22,1,1,0
CART_09047,1680,22,3,79.81,2,1,0,desktop,email,5,5,0,76.36,0,0,0
CART_09048,1561,22,2,158.73,1,0,0,desktop,direct,11,6,0,70.95,0,0,0
CART_09049,1746,23,1,61.05,3,1,0,desktop,direct,5,3,0,75.91,0,0,0
CART_09050,1518,14,4,320.82,6,0,0,mobile,organic,6,3,0,108.43,1,0,0
CART_09051,832,5,4,152.66,4,1,0,mobile,email,22,4,0,166.4,1,1,0
CART_09052,627,11,1,83.08,3,0,0,mobile,direct,2,5,0,57.0,0,1,0
CART_09053,969,18,2,174.38,1,0,0,mobile,organic,20,0,0,53.83,0,1,0
CART_09054,1684,27,6,112.66,6,0,0,mobile,organic,22,0,0,62.37,0,0,0
CART_09055,806,5,1,122.53,2,0,0,mobile,direct,9,1,0,161.2,0,0,1
CART_09056,180,22,2,334.23,3,1,0,mobile,email,2,6,0,8.18,0,1,1
CART_09057,837,12,3,369.15,5,0,1,mobile,paid,14,5,49,69.75,0,0,0
CART_09058,1145,20,1,31.6,3,0,0,mobile,organic,23,4,0,57.25,0,1,0
CART_09059,1414,29,2,238.47,4,0,1,mobile,email,19,3,35,48.76,0,0,1
CART_09060,1574,14,3,399.27,5,1,0,mobile,paid,14,2,0,112.43,1,1,0
CART_09061,152,7,2,99.45,4,0,0,desktop,organic,9,4,0,21.71,0,1,0
CART_09062,1082,18,3,498.98,1,0,1,desktop,paid,10,5,41,60.11,1,0,0
CART_09063,226,7,1,76.03,1,0,1,desktop,email,5,2,15,32.29,0,1,0
CART_09064,1583,1,2,257.72,4,1,1,mobile,direct,0,5,30,1583.0,0,0,1
CART_09065,749,6,8,498.73,1,1,0,mobile,organic,19,4,0,124.83,0,1,0
CART_09066,278,11,1,77.58,1,0,0,desktop,organic,20,4,0,25.27,0,1,0
CART_09067,683,28,1,16.45,3,0,0,desktop,organic,1,4,0,24.39,0,1,0
CART_09068,1499,5,1,133.12,3,0,0,mobile,organic,7,4,0,299.8,0,1,0
CART_09069,1266,11,1,61.69,1,1,1,mobile,organic,17,5,16,115.09,0,0,0
CART_09070,1275,13,1,156.74,3,0,0,mobile,organic,0,3,0,98.08,0,0,0
CART_09071,925,17,1,111.47,3,0,0,mobile,organic,14,6,0,54.41,0,1,0
CART_09072,383,16,5,737.31,2,0,1,desktop,organic,7,2,11,23.94,0,0,1
CART_09073,1593,28,1,120.54,3,1,1,mobile,email,17,1,11,56.89,0,1,1
CART_09074,566,23,3,412.12,3,0,1,desktop,direct,6,5,4,24.61,0,1,1
CART_09075,1514,8,2,66.13,2,0,0,mobile,organic,6,1,0,189.25,0,0,0
CART_09076,839,12,3,313.98,4,0,0,desktop,email,2,4,0,69.92,0,1,1
CART_09077,666,30,7,175.67,5,0,1,desktop,direct,19,1,36,22.2,1,1,0
CART_09078,369,1,1,81.3,3,0,0,desktop,paid,23,2,0,369.0,0,0,0
CART_09079,364,12,2,295.63,4,0,1,mobile,direct,12,2,5,30.33,0,0,0
CART_09080,1782,1,4,349.42,1,1,0,desktop,organic,5,5,0,1782.0,1,0,1
CART_09081,877,15,1,59.6,3,0,1,mobile,organic,21,3,11,58.47,0,1,1
CART_09082,491,23,1,130.82,3,0,0,mobile,organic,20,4,0,21.35,0,1,0
CART_09083,1557,19,1,145.2,2,0,0,tablet,email,13,0,0,81.95,0,1,0
CART_09084,392,7,4,278.17,2,0,0,desktop,paid,14,3,0,56.0,0,0,0
CART_09085,551,14,9,1207.71,5,0,0,desktop,paid,6,2,0,39.36,0,1,0
CART_09086,1207,19,2,128.07,3,1,0,desktop,email,22,3,0,63.53,0,1,1
CART_09087,613,16,1,159.3,3,1,0,desktop,organic,20,0,0,38.31,0,1,0
CART_09088,1281,17,2,127.21,2,0,1,mobile,organic,4,6,16,75.35,0,0,0
CART_09089,686,30,1,79.88,3,0,0,mobile,organic,6,6,0,22.87,0,1,0
CART_09090,1110,25,1,176.5,3,0,0,mobile,paid,14,6,0,44.4,1,0,0
CART_09091,339,14,1,85.72,3,0,0,mobile,direct,13,4,0,24.21,0,0,0
CART_09092,1580,24,1,131.35,2,0,0,desktop,organic,16,1,0,65.83,0,1,0
CART_09093,408,2,1,20.56,3,0,0,mobile,paid,11,3,0,204.0,0,1,0
CART_09094,1319,18,1,174.66,1,1,0,mobile,paid,15,0,0,73.28,0,1,0
CART_09095,1735,30,2,219.44,1,0,0,desktop,paid,4,2,0,57.83,0,1,0
CART_09096,1555,29,1,108.61,1,0,0,mobile,organic,23,0,0,53.62,0,1,0
CART_09097,535,3,2,330.2,4,0,0,mobile,organic,23,4,0,178.33,0,0,1
CART_09098,122,30,3,127.79,3,1,1,mobile,email,20,2,33,4.07,0,0,0
CART_09099,593,14,5,786.57,2,0,1,tablet,organic,23,4,28,42.36,0,1,1
CART_09100,1338,17,4,86.11,2,0,1,mobile,direct,2,0,50,78.71,0,0,1
CART_09101,1624,3,2,250.46,4,0,1,mobile,organic,16,2,48,541.33,0,1,0
CART_09102,241,4,1,58.31,3,0,0,mobile,organic,18,1,0,60.25,1,0,0
CART_09103,504,13,3,246.87,4,0,0,mobile,direct,6,4,0,38.77,0,1,1
CART_09104,512,21,1,95.08,3,0,0,mobile,email,4,1,0,24.38,0,1,0
CART_09105,445,12,1,88.45,2,0,0,desktop,direct,23,6,0,37.08,0,1,1
CART_09106,322,2,6,295.3,5,0,0,mobile,organic,5,3,0,161.0,0,1,1
CART_09107,929,12,1,129.01,3,0,1,mobile,email,9,6,11,77.42,0,1,1
CART_09108,1138,13,3,435.27,3,0,0,desktop,paid,7,5,0,87.54,0,1,1
CART_09109,291,21,3,82.84,5,1,0,mobile,email,2,6,0,13.86,1,1,0
CART_09110,1757,20,1,169.07,3,0,0,mobile,email,9,5,0,87.85,0,1,1
CART_09111,839,12,3,55.87,1,0,1,mobile,paid,20,5,41,69.92,1,0,0
CART_09112,1052,6,2,196.17,4,0,0,tablet,direct,12,1,0,175.33,0,1,0
CART_09113,1181,1,1,153.03,3,0,0,mobile,organic,17,5,0,1181.0,0,1,0
CART_09114,541,8,1,44.58,3,0,0,mobile,organic,14,4,0,67.62,0,0,1
CART_09115,960,16,2,237.98,4,0,0,desktop,organic,6,1,0,60.0,0,0,0
